ID,period,IWZ,Direction,1. number of days,2. number of events,3. number of daytime events,4. number of days when events happened,5. average duration of each event,6. median duration of each event,7. average queue length,8. average maximum queue length of each event,9. median maximum queue length of each event,10. max maximum queue length of each event,11.percentage of queue > 1 mile,12.amount of traffic that encounters a queue,13.total traffic per day,14.percentage of traffic that encounters a queue,15.percentage of time that encounters a queue,16.total delay,17.total delay per day,18.average delay per vehicle,19.maximum delay,20.total delay when queue is present,21.percentage of delay caused by queue,22.avg delay when queue is present,23.percent of vehicles experiencing delay > 5 min,24.percent of vehicles experiencing delay > 10 min,25.percent of vehicles in queue experiencing delay > 5 min,26.percent of vehicles in queue experiencing delay > 10 min
ID,2016-11-07 to 2016-11-13,Group 1c,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4791.285714,0.000000,0.000000,10.203902,1.457700,0.018255,0.396151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 1q,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 1q,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 1r,1,7.000000,5.000000,5.000000,4.000000,14.000000,15.000000,0.435714,0.480000,0.500000,0.500000,0.000000,1583.000000,9382.142857,0.024096,0.006944,107.809418,15.401345,0.098494,1.051105,19.494957,0.180828,0.739145,0.000000,0.000000,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 1r,2,7.000000,1.000000,0.000000,1.000000,5.000000,5.000000,0.100000,0.100000,0.100000,0.100000,0.000000,2.000000,9421.714286,0.000030,0.000496,19.886167,2.840881,0.018091,0.332284,0.011076,0.000557,0.332284,0.000000,0.000000,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 2a,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 2a,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 5 - 4.1 - I29,1,7.000000,139.000000,79.000000,7.000000,11.330935,5.000000,0.376190,0.328777,0.300000,2.000000,0.060317,13700.000000,16168.142857,0.121046,0.156250,1906.766488,272.395213,1.010864,4.916773,390.069733,0.204571,1.708383,0.000000,0.000000,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 5 - 4.1 - I29,2,7.000000,12.000000,2.000000,6.000000,12.916667,5.000000,1.106452,0.466667,0.200000,2.900000,0.387097,2448.000000,19498.142857,0.017934,0.015377,2604.521102,372.074443,1.144959,11.510204,260.087107,0.099860,6.375335,0.009297,0.003738,0.208457,0.208457
ID,2016-11-07 to 2016-11-13,Group 5 - 4.1 - I80,1,7.000000,3.000000,1.000000,3.000000,31.666667,5.000000,2.131579,1.366667,0.400000,3.400000,0.789474,2529.000000,21372.142857,0.016904,0.009425,1986.051492,283.721642,0.796520,15.082309,349.968309,0.176213,8.303160,0.010208,0.008318,0.492077,0.492077
ID,2016-11-07 to 2016-11-13,Group 5 - 4.1 - I80,2,7.000000,8.000000,7.000000,4.000000,18.125000,10.000000,1.127586,0.550000,0.250000,2.100000,0.482759,3318.000000,25245.000000,0.018776,0.014385,1770.403933,252.914848,0.601105,6.157985,165.298778,0.093368,2.989128,0.005529,0.000000,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 5b and 5.4,1,7.000000,7.000000,6.000000,3.000000,6.428571,5.000000,1.300000,1.571429,1.500000,2.400000,0.666667,215.000000,6359.000000,0.004830,0.004464,160.028764,22.861252,0.215710,9.727471,10.689084,0.066795,2.983000,0.000569,0.000000,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 5b and 5.4,2,7.000000,21.000000,18.000000,4.000000,6.666667,5.000000,0.925000,0.985714,1.000000,2.500000,0.392857,598.000000,6669.142857,0.012792,0.013889,140.401772,20.057396,0.180451,7.844603,20.269183,0.144366,2.036535,0.001125,0.000000,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 5d,1,7.000000,2.000000,0.000000,2.000000,5.000000,5.000000,1.100000,1.100000,1.100000,1.500000,0.500000,10.000000,1823.571429,0.000752,0.000992,9.855517,1.407931,0.046327,2.968214,0.405134,0.041107,2.532089,0.000000,0.000000,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 5d,2,7.000000,1.000000,0.000000,1.000000,5.000000,5.000000,0.600000,0.600000,0.600000,0.600000,0.000000,6.000000,2686.571429,0.000287,0.000496,21.067018,3.009574,0.067216,2.152138,0.189565,0.008998,2.106280,0.000000,0.000000,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 5f,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 5f,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 6 - 3.2 3a 3b - I29,1,7.000000,124.000000,73.000000,7.000000,9.153226,5.000000,0.160793,0.179032,0.100000,0.700000,0.000000,22076.000000,35631.428571,0.088507,0.112599,3725.533405,532.219058,0.896209,2.993594,413.735693,0.111054,1.124514,0.000000,0.000000,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 6 - 3.2 3a 3b - I29,2,7.000000,132.000000,47.000000,7.000000,15.833333,5.000000,0.510048,0.393182,0.200000,2.200000,0.098086,22455.000000,39248.571429,0.081729,0.207341,8035.970633,1147.995805,1.754962,11.833080,1066.517486,0.132718,2.849831,0.008662,0.001748,0.021384,0.021384
ID,2016-11-07 to 2016-11-13,Group 6 - 3.2 3a 3b - US20,1,7.000000,2.000000,0.000000,2.000000,5.000000,5.000000,0.500000,0.500000,0.500000,0.500000,0.000000,13.000000,34781.857143,0.000052,0.000992,502.216659,71.745237,0.123764,1.019570,0.211042,0.000420,0.999673,0.000000,0.000000,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 6 - 3.2 3a 3b - US20,2,7.000000,16.000000,0.000000,6.000000,5.937500,5.000000,0.110526,0.112500,0.100000,0.200000,0.000000,206.000000,34617.857143,0.000848,0.009425,640.278694,91.468385,0.158534,0.984736,2.135408,0.003335,0.623477,0.000000,0.000000,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 6a,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 6a,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 6c,1,7.000000,1.000000,0.000000,1.000000,5.000000,5.000000,0.400000,0.400000,0.400000,0.400000,0.000000,2.000000,16628.285714,0.000014,0.000496,79.879402,11.411343,0.041176,1.185962,0.031626,0.000396,1.185962,0.000000,0.000000,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 6c,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19340.857143,0.000000,0.000000,250.853776,35.836254,0.111173,0.751170,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 6d,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 6d,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 6e,1,7.000000,3.000000,2.000000,3.000000,11.666667,5.000000,0.914286,0.833333,0.800000,1.300000,0.428571,423.000000,18043.857143,0.003343,0.003472,22.041518,3.148788,0.010470,1.914706,8.954075,0.406237,1.272230,0.000000,0.000000,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 6e,2,7.000000,3.000000,3.000000,2.000000,23.333333,30.000000,0.828571,0.900000,1.000000,1.300000,0.214286,1739.000000,19824.285714,0.012528,0.006944,57.143895,8.163414,0.024707,2.560710,40.873503,0.715273,1.410589,0.000000,0.000000,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 6gh,1,7.000000,1.000000,1.000000,1.000000,40.000000,40.000000,0.475000,0.900000,0.900000,0.900000,0.000000,1251.000000,29759.571429,0.006002,0.003968,613.124653,87.589236,0.176594,2.590479,25.681937,0.041887,1.232363,0.000000,0.000000,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 6gh,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28939.714286,0.000000,0.000000,673.924393,96.274913,0.199605,0.484499,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 8 - 6.2 - I74,1,7.000000,54.000000,50.000000,7.000000,8.611111,5.000000,0.269892,0.220370,0.100000,1.200000,0.032258,12281.000000,23977.571429,0.073164,0.046131,1453.723827,207.674832,0.519673,1.896635,172.744552,0.118829,0.844019,0.000000,0.000000,0.000000,0.000000
ID,2016-11-07 to 2016-11-13,Group 8 - 6.2 - I74,2,7.000000,226.000000,118.000000,7.000000,29.911504,10.000000,0.169083,0.176991,0.100000,2.600000,0.011095,95896.000000,22357.000000,0.612754,0.670635,1776.036018,253.719431,0.680916,15.022068,1247.282749,0.702285,0.780405,0.006358,0.001968,0.003211,0.003211
ID,2016-11-14 to 2016-11-20,Group 1 - 1.3 - I80,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18091.857143,0.000000,0.000000,327.863456,46.837637,0.155333,1.435069,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 1 - 1.3 - I80,2,7.000000,2.000000,0.000000,1.000000,42.500000,42.500000,0.488235,0.650000,0.650000,1.000000,0.000000,1627.000000,20593.428571,0.011280,0.008433,235.831363,33.690195,0.098158,3.773771,48.748658,0.206710,1.798705,0.000000,0.000000,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 1a,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 1a,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 1c,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3577.714286,0.000000,0.000000,1.080127,0.154304,0.002588,0.633640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 1c,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4541.571429,0.000000,0.000000,11.542223,1.648889,0.021784,0.453911,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 1q,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 1q,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 1r,1,7.000000,4.000000,4.000000,4.000000,18.750000,20.000000,0.373333,0.475000,0.500000,0.500000,0.000000,1588.000000,9226.000000,0.024581,0.007440,106.826816,15.260974,0.099248,1.079465,17.573843,0.164508,0.664208,0.000000,0.000000,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 1r,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9293.428571,0.000000,0.000000,22.758046,3.251149,0.020990,0.565837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 2a,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 2a,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 5 - 4.1 - I29,1,7.000000,44.000000,15.000000,6.000000,12.954545,7.500000,0.487719,0.434091,0.300000,1.900000,0.114035,3377.000000,15083.571429,0.031978,0.056548,1429.465746,204.209392,0.812316,5.013000,85.723889,0.059969,1.523372,0.000057,0.000000,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 5 - 4.1 - I29,2,7.000000,8.000000,2.000000,5.000000,6.250000,5.000000,0.340000,0.362500,0.300000,1.000000,0.000000,339.000000,18274.571429,0.002644,0.004960,2178.661262,311.237323,1.021876,2.782040,9.015286,0.004138,1.599558,0.000000,0.000000,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 5 - 4.1 - I80,1,7.000000,3.000000,1.000000,3.000000,5.000000,5.000000,0.333333,0.333333,0.200000,0.700000,0.000000,218.000000,19224.571429,0.001616,0.001488,1392.042535,198.863219,0.620655,3.279021,3.704731,0.002661,1.021995,0.000000,0.000000,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 5 - 4.1 - I80,2,7.000000,10.000000,3.000000,5.000000,11.000000,5.000000,0.645455,0.440000,0.200000,1.600000,0.227273,1588.000000,22430.000000,0.010110,0.010913,1433.384952,204.769279,0.547758,3.554909,51.931819,0.036230,1.962880,0.000000,0.000000,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 5b and 5.4,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6523.714286,0.000000,0.000000,0.964970,0.137853,0.001268,0.444079,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 5b and 5.4,2,7.000000,2.000000,0.000000,2.000000,5.000000,5.000000,0.350000,0.350000,0.350000,0.500000,0.000000,13.000000,6654.714286,0.000279,0.000992,16.459754,2.351393,0.021201,1.170560,0.170678,0.010369,0.787746,0.000000,0.000000,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 5d,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 5d,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 5f,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 5f,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 6 - 3.2 3a 3b - I29,1,7.000000,116.000000,65.000000,7.000000,12.974138,10.000000,0.334551,0.312931,0.200000,6.900000,0.063123,28089.000000,27476.428571,0.146042,0.149306,3204.298197,457.756885,0.999600,7.486995,710.165076,0.221629,1.516967,0.001549,0.000000,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 6 - 3.2 3a 3b - I29,2,7.000000,141.000000,70.000000,7.000000,23.049645,10.000000,0.782615,0.450355,0.200000,5.400000,0.235385,46239.000000,27319.285714,0.241788,0.322421,7027.154036,1003.879148,2.204777,17.144724,2818.724471,0.401119,3.657655,0.060234,0.004979,0.020593,0.020593
ID,2016-11-14 to 2016-11-20,Group 6 - 3.2 3a 3b - US20,1,7.000000,7.000000,3.000000,3.000000,34.285714,5.000000,0.485417,0.457143,0.200000,1.600000,0.125000,3805.000000,33783.142857,0.016089,0.023810,634.102177,90.586025,0.160884,2.306011,63.291635,0.099813,0.998116,0.000000,0.000000,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 6 - 3.2 3a 3b - US20,2,7.000000,17.000000,2.000000,6.000000,7.647059,5.000000,0.276923,0.288235,0.200000,1.100000,0.038462,311.000000,32583.857143,0.001362,0.012897,695.789741,99.398534,0.183034,2.188214,5.999040,0.008622,1.158613,0.000000,0.000000,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 6a,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 6a,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 6c,1,7.000000,2.000000,0.000000,2.000000,10.000000,10.000000,0.125000,0.150000,0.150000,0.200000,0.000000,19.000000,14397.571429,0.000189,0.001984,62.861700,8.980243,0.037424,0.524709,0.132275,0.002104,0.417712,0.000000,0.000000,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 6c,2,7.000000,1.000000,1.000000,1.000000,5.000000,5.000000,0.700000,0.700000,0.700000,0.700000,0.000000,83.000000,17313.285714,0.000683,0.000496,203.293065,29.041866,0.100646,1.812104,2.500704,0.012301,1.812104,0.000000,0.000000,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 6d,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 6d,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 6e,1,7.000000,3.000000,2.000000,2.000000,13.333333,15.000000,0.387500,0.466667,0.600000,0.700000,0.000000,933.000000,16873.142857,0.007894,0.003968,28.708273,4.101182,0.014584,1.202349,15.143206,0.527486,0.974436,0.000000,0.000000,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 6e,2,7.000000,1.000000,1.000000,1.000000,55.000000,55.000000,1.454545,1.600000,1.600000,1.600000,1.000000,1205.000000,18515.142857,0.009295,0.005456,72.193416,10.313345,0.033422,3.853053,48.078791,0.665972,2.394532,0.000000,0.000000,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 6gh,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30139.571429,0.000000,0.000000,628.412422,89.773203,0.178715,0.514216,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 6gh,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29408.714286,0.000000,0.000000,721.312931,103.044704,0.210233,0.525449,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 8 - 6.2 - I74,1,7.000000,51.000000,48.000000,7.000000,13.137255,5.000000,0.185821,0.196078,0.100000,0.900000,0.000000,17750.000000,24133.000000,0.105069,0.066468,1517.113432,216.730490,0.538840,1.522603,233.232512,0.153734,0.788420,0.000000,0.000000,0.000000,0.000000
ID,2016-11-14 to 2016-11-20,Group 8 - 6.2 - I74,2,7.000000,221.000000,113.000000,7.000000,29.524887,10.000000,0.205594,0.193665,0.100000,2.000000,0.030651,92591.000000,21966.571429,0.602156,0.647321,1970.745704,281.535101,0.768995,11.662614,1422.396209,0.721755,0.921732,0.011775,0.001015,0.001686,0.001686
ID,2016-11-21 to 2016-11-27,Group 1 - 1.3 - I80,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19097.857143,0.000000,0.000000,90.258947,12.894135,0.040510,1.433873,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2016-11-21 to 2016-11-27,Group 1 - 1.3 - I80,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21542.857143,0.000000,0.000000,79.629387,11.375627,0.031683,1.423015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2016-11-21 to 2016-11-27,Group 1a,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2016-11-21 to 2016-11-27,Group 1a,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2016-11-21 to 2016-11-27,Group 1c,1,7.000000,4.000000,2.000000,3.000000,5.000000,5.000000,0.225000,0.225000,0.100000,0.600000,0.000000,38.000000,4123.000000,0.001303,0.001984,0.832559,0.118937,0.001731,0.862202,0.114188,0.137153,0.182215,0.000000,0.000000,0.000000,0.000000
